model,business_group,raw_feature,coefficient_abs_sum,signed_coefficient_sum,max_abs_coefficient,positive_abs_sum,negative_abs_sum,nonzero_terms,importance_share,dominant_direction
css_submodel,Historical arrears behaviour,ags3_Max_CMaxI_Due,0.0,0.0,0.0,0.0,0.0,0,0.0,mixed / neutral
css_submodel,Historical arrears behaviour,ags3_Mean_CMaxC_Due,0.0,0.0,0.0,0.0,0.0,0,0.0,mixed / neutral
css_submodel,Historical arrears behaviour,ags6_Max_CMaxI_Days,0.0,0.0,0.0,0.0,0.0,0,0.0,mixed / neutral
css_submodel,Historical arrears behaviour,ags6_Mean_CMaxC_Due,0.0,0.0,0.0,0.0,0.0,0,0.0,mixed / neutral
css_submodel,Historical arrears behaviour,ags6_Mean_CMaxI_Due,0.0,0.0,0.0,0.0,0.0,0,0.0,mixed / neutral
css_submodel,Historical arrears behaviour,ags9_Max_CMaxI_Days,0.0,0.0,0.0,0.0,0.0,0,0.0,mixed / neutral
css_submodel,Other,act3_n_good_days,0.0,0.0,0.0,0.0,0.0,0,0.0,mixed / neutral
ins_submodel,Current customer state,act_age,0.6178462281114889,-0.6178462281114889,0.6178462281114889,0.0,0.6178462281114889,1,0.10941513951694908,mostly decreases PD
ins_submodel,Current call-loan behaviour,act_call_cc,0.3961058530320571,0.3961058530320571,0.3961058530320571,0.3961058530320571,0.0,1,0.07014686697279968,mostly increases PD
ins_submodel,Application affordability,app_number_of_children,0.2962213463528316,-0.2962213463528316,0.2962213463528316,0.0,0.2962213463528316,1,0.052458198277201516,mostly decreases PD
ins_submodel,Historical arrears behaviour,agr12_Mean_CMaxA_Days,0.2541485263245508,-0.2541485263245508,0.2541485263245508,0.0,0.2541485263245508,1,0.04500747143965715,mostly decreases PD
ins_submodel,Historical arrears behaviour,agr6_Mean_CMaxA_Due,0.22725682801147692,0.22725682801147692,0.22725682801147692,0.22725682801147692,0.0,1,0.04024518789903198,mostly increases PD
ins_submodel,Application profile,app_char_marital_status,0.21813041016582455,-0.058853989824486114,0.13849219999515533,0.07963821017066922,0.13849219999515533,2,0.03862897946975298,mostly decreases PD
ins_submodel,Historical arrears behaviour,ags3_Max_CMaxI_Days,0.1760553597638377,-0.1760553597638377,0.1760553597638377,0.0,0.1760553597638377,1,0.031177857652618025,mostly decreases PD
ins_submodel,Historical arrears behaviour,ags6_Mean_CMaxC_Due,0.16639674533426835,0.16639674533426835,0.16639674533426835,0.16639674533426835,0.0,1,0.029467401883418034,mostly increases PD
ins_submodel,Historical arrears behaviour,agr12_Min_CMaxI_Due,0.1519220262961581,0.1519220262961581,0.1519220262961581,0.1519220262961581,0.0,1,0.02690405629520529,mostly increases PD
ins_submodel,Application profile,app_char_gender,0.14476641586635025,0.14476641586635025,0.14476641586635025,0.14476641586635025,0.0,1,0.02563686054667822,mostly increases PD
ins_submodel,Current cash-loan behaviour,act_ccss_min_lninst,0.14371919008287182,0.14371919008287182,0.14371919008287182,0.14371919008287182,0.0,1,0.02545140605979842,mostly increases PD
ins_submodel,Historical arrears behaviour,ags9_Max_CMaxI_Days,0.13601594798533118,-0.13601594798533118,0.13601594798533118,0.0,0.13601594798533118,1,0.02408722955359637,mostly decreases PD
ins_submodel,Historical arrears behaviour,agr12_Max_CMaxI_Days,0.13301452416351708,0.13301452416351708,0.13301452416351708,0.13301452416351708,0.0,1,0.02355570376081606,mostly increases PD
ins_submodel,Current cash-loan behaviour,act_ccss_min_seniority,0.13213996965765137,-0.13213996965765137,0.13213996965765137,0.0,0.13213996965765137,1,0.02340082784036744,mostly decreases PD
ins_submodel,Historical arrears behaviour,ags12_Max_CMaxA_Due,0.12149119320098764,0.12149119320098764,0.12149119320098764,0.12149119320098764,0.0,1,0.021515023074265643,mostly increases PD
ins_submodel,Historical arrears behaviour,ags6_Max_CMaxI_Days,0.12030648063472604,-0.12030648063472604,0.12030648063472604,0.0,0.12030648063472604,1,0.021305220885910123,mostly decreases PD
ins_submodel,Historical arrears behaviour,ags3_Mean_CMaxC_Days,0.1143048939413016,-0.1143048939413016,0.1143048939413016,0.0,0.1143048939413016,1,0.020242392603553743,mostly decreases PD
ins_submodel,Current instalment-loan behaviour,act_cins_min_seniority,0.10856716288507813,-0.10856716288507813,0.10856716288507813,0.0,0.10856716288507813,1,0.01922629083670094,mostly decreases PD
ins_submodel,Historical arrears behaviour,agr9_Max_CMaxI_Days,0.10709448525203563,-0.10709448525203563,0.10709448525203563,0.0,0.10709448525203563,1,0.018965492564652967,mostly decreases PD
ins_submodel,Historical arrears behaviour,ags3_Max_CMaxC_Days,0.09428725418778351,0.09428725418778351,0.09428725418778351,0.09428725418778351,0.0,1,0.01669744444853161,mostly increases PD
ins_submodel,Historical arrears behaviour,agr6_Mean_CMaxA_Days,0.09259833655507188,0.09259833655507188,0.09259833655507188,0.09259833655507188,0.0,1,0.016398351972106498,mostly increases PD
ins_submodel,Historical arrears behaviour,ags12_Min_CMaxI_Days,0.09200106838570742,-0.09200106838570742,0.09200106838570742,0.0,0.09200106838570742,1,0.01629258102602531,mostly decreases PD
ins_submodel,Historical arrears behaviour,agr6_Mean_CMaxI_Due,0.08562615192385929,-0.08562615192385929,0.08562615192385929,0.0,0.08562615192385929,1,0.015163639321203341,mostly decreases PD
ins_submodel,Application profile,app_char_home_status,0.08272439908234475,-0.08272439908234475,0.08272439908234475,0.0,0.08272439908234475,1,0.014649764383472515,mostly decreases PD
ins_submodel,Historical arrears behaviour,agr12_Mean_CMaxC_Days,0.07914056561013529,-0.07914056561013529,0.07914056561013529,0.0,0.07914056561013529,1,0.01401509895779551,mostly decreases PD
ins_submodel,Application affordability,app_n_installments,0.07730532827472406,0.07730532827472406,0.07730532827472406,0.07730532827472406,0.0,1,0.01369009454737043,mostly increases PD
ins_submodel,Historical arrears behaviour,ags12_Mean_CMaxI_Due,0.07384382295893453,0.07384382295893453,0.07384382295893453,0.07384382295893453,0.0,1,0.013077092363601448,mostly increases PD
ins_submodel,Historical arrears behaviour,agr9_Min_CMaxC_Days,0.07244256355435774,-0.07244256355435774,0.07244256355435774,0.0,0.07244256355435774,1,0.012828941632440003,mostly decreases PD
ins_submodel,Historical arrears behaviour,agr6_Max_CMaxC_Days,0.07047960705235472,0.07047960705235472,0.07047960705235472,0.07047960705235472,0.0,1,0.012481319279562893,mostly increases PD
ins_submodel,Current instalment-loan behaviour,act_cins_n_loans_act,0.06746649038945327,0.06746649038945327,0.06746649038945327,0.06746649038945327,0.0,1,0.01194772278734199,mostly increases PD
ins_submodel,Historical arrears behaviour,agr9_Min_CMaxA_Due,0.06694718324952026,-0.06694718324952026,0.06694718324952026,0.0,0.06694718324952026,1,0.011855758054723012,mostly decreases PD
ins_submodel,Current instalment-loan behaviour,act_cins_min_pninst,0.06463061177187118,-0.06463061177187118,0.06463061177187118,0.0,0.06463061177187118,1,0.011445513595996267,mostly decreases PD
ins_submodel,Historical arrears behaviour,ags12_Max_CMaxA_Days,0.06373135033013384,0.06373135033013384,0.06373135033013384,0.06373135033013384,0.0,1,0.011286262294243317,mostly increases PD
ins_submodel,Current cash-loan behaviour,act_ccss_n_statB,0.06350577853675313,0.06350577853675313,0.06350577853675313,0.06350577853675313,0.0,1,0.011246315511175177,mostly increases PD
ins_submodel,Current cash-loan behaviour,act_ccss_min_pninst,0.0632719697489758,-0.0632719697489758,0.0632719697489758,0.0,0.0632719697489758,1,0.011204910028757422,mostly decreases PD
ins_submodel,Historical arrears behaviour,agr6_Max_CMaxI_Days,0.05811743453500223,0.05811743453500223,0.05811743453500223,0.05811743453500223,0.0,1,0.010292087122472439,mostly increases PD
ins_submodel,Current cash-loan behaviour,act_ccss_n_statC,0.05703846449705049,0.05703846449705049,0.05703846449705049,0.05703846449705049,0.0,1,0.0101010110069834,mostly increases PD
ins_submodel,Current cash-loan behaviour,act_ccss_cc,0.05498444856012962,-0.05498444856012962,0.05498444856012962,0.0,0.05498444856012962,1,0.009737262828095627,mostly decreases PD
ins_submodel,Other,act12_n_arrears_days,0.0534295292258811,-0.0534295292258811,0.0534295292258811,0.0,0.0534295292258811,1,0.009461900273217808,mostly decreases PD
ins_submodel,Current credit-card behaviour,act_cc,0.05284428652949362,0.05284428652949362,0.05284428652949362,0.05284428652949362,0.0,1,0.009358258932762854,mostly increases PD
ins_submodel,Application profile,app_char_city,0.05117784887462609,-0.05117784887462609,0.05117784887462609,0.0,0.05117784887462609,1,0.009063147462938155,mostly decreases PD
ins_submodel,Historical arrears behaviour,ags3_Mean_CMaxA_Days,0.04977465382871125,0.04977465382871125,0.04977465382871125,0.04977465382871125,0.0,1,0.008814653946699419,mostly increases PD
ins_submodel,Historical arrears behaviour,agr6_Min_CMaxI_Days,0.04260199003708882,0.04260199003708882,0.04260199003708882,0.04260199003708882,0.0,1,0.007544438197600563,mostly increases PD
ins_submodel,Historical arrears behaviour,ags3_Mean_CMaxC_Due,0.03989377998098042,-0.03989377998098042,0.03989377998098042,0.0,0.03989377998098042,1,0.007064837986984994,mostly decreases PD
ins_submodel,Historical arrears behaviour,ags12_Min_CMaxA_Due,0.03303964992516812,0.03303964992516812,0.03303964992516812,0.03303964992516812,0.0,1,0.005851031764332631,mostly increases PD
ins_submodel,Current instalment-loan behaviour,act_cins_cc,0.0225407579420402,0.0225407579420402,0.0225407579420402,0.0225407579420402,0.0,1,0.0039917702218311,mostly increases PD
ins_submodel,Current instalment-loan behaviour,act_cins_maxdue,0.020712310869438574,0.020712310869438574,0.020712310869438574,0.020712310869438574,0.0,1,0.0036679683073004123,mostly increases PD
ins_submodel,Historical arrears behaviour,agr3_Max_CMaxC_Due,0.018721399153420453,0.018721399153420453,0.018721399153420453,0.018721399153420453,0.0,1,0.0033153953315943224,mostly increases PD
ins_submodel,Application affordability,app_installment,0.014689868662580248,-0.014689868662580248,0.014689868662580248,0.0,0.014689868662580248,1,0.0026014466967205366,mostly decreases PD
ins_submodel,Historical arrears behaviour,agr12_Mean_CMaxI_Days,0.014163231557817445,-0.014163231557817445,0.014163231557817445,0.0,0.014163231557817445,1,0.002508183891720412,mostly decreases PD
ins_submodel,Other,act3_n_good_days,0.014149663428023835,-0.014149663428023835,0.014149663428023835,0.0,0.014149663428023835,1,0.0025057810951234507,mostly decreases PD
ins_submodel,Other,act3_n_arrears_days,0.012145965180644683,0.012145965180644683,0.012145965180644683,0.012145965180644683,0.0,1,0.002150943737036843,mostly increases PD
ins_submodel,Historical arrears behaviour,ags3_Max_CMaxI_Due,0.011674264416043642,-0.011674264416043642,0.011674264416043642,0.0,0.011674264416043642,1,0.002067409675290072,mostly decreases PD
ins_submodel,Historical arrears behaviour,ags9_Mean_CMaxC_Due,0.010020881016565744,-0.010020881016565744,0.010020881016565744,0.0,0.010020881016565744,1,0.0017746099994195288,mostly decreases PD
ins_submodel,Historical arrears behaviour,ags9_Min_CMaxI_Days,0.009061543255872067,0.009061543255872067,0.009061543255872067,0.009061543255872067,0.0,1,0.0016047197093209456,mostly increases PD
ins_submodel,Current customer state,act_loaninc,0.008151346737036174,0.008151346737036174,0.008151346737036174,0.008151346737036174,0.0,1,0.00144353190147323,mostly increases PD
ins_submodel,Historical arrears behaviour,agr3_Min_CMaxI_Days,0.008038895136052528,0.008038895136052528,0.008038895136052528,0.008038895136052528,0.0,1,0.0014236177107721907,mostly increases PD
ins_submodel,Historical arrears behaviour,ags6_Mean_CMaxI_Due,0.00666488130648135,0.00666488130648135,0.00666488130648135,0.00666488130648135,0.0,1,0.0011802919316049839,mostly increases PD
ins_submodel,Current instalment-loan behaviour,act_cins_n_statC,0.004139422759712632,0.004139422759712632,0.004139422759712632,0.004139422759712632,0.0,1,0.0007330554079094651,mostly increases PD
ins_submodel,Historical arrears behaviour,agr3_Min_CMaxA_Due,0.0032240348717443887,0.0032240348717443887,0.0032240348717443887,0.0032240348717443887,0.0,1,0.0005709482541920882,mostly increases PD
ins_submodel,Application affordability,app_income,0.0003008577762438327,0.0003008577762438327,0.0003008577762438327,0.0003008577762438327,0.0,1,5.327926928209385e-05,mostly increases PD
ins_submodel,Application profile,app_char_cars,0.0,0.0,0.0,0.0,0.0,0,0.0,mixed / neutral
ins_submodel,Current cash-loan behaviour,act_ccss_dueutl,0.0,0.0,0.0,0.0,0.0,0,0.0,mixed / neutral
ins_submodel,Current cash-loan behaviour,act_ccss_seniority,0.0,0.0,0.0,0.0,0.0,0,0.0,mixed / neutral
ins_submodel,Current customer state,act_cus_active,0.0,0.0,0.0,0.0,0.0,0,0.0,mixed / neutral
ins_submodel,Current instalment-loan behaviour,act_cins_n_loan,0.0,0.0,0.0,0.0,0.0,0,0.0,mixed / neutral
ins_submodel,Current instalment-loan behaviour,act_cins_n_statB,0.0,0.0,0.0,0.0,0.0,0,0.0,mixed / neutral
ins_submodel,Current instalment-loan behaviour,act_cins_utl,0.0,0.0,0.0,0.0,0.0,0,0.0,mixed / neutral
ins_submodel,Historical arrears behaviour,agr12_Max_CMaxA_Due,0.0,0.0,0.0,0.0,0.0,0,0.0,mixed / neutral
ins_submodel,Historical arrears behaviour,agr12_Max_CMaxI_Due,0.0,0.0,0.0,0.0,0.0,0,0.0,mixed / neutral
ins_submodel,Historical arrears behaviour,agr12_Min_CMaxA_Due,0.0,0.0,0.0,0.0,0.0,0,0.0,mixed / neutral
ins_submodel,Historical arrears behaviour,agr12_Min_CMaxI_Days,0.0,0.0,0.0,0.0,0.0,0,0.0,mixed / neutral
ins_submodel,Historical arrears behaviour,agr6_Mean_CMaxC_Days,0.0,0.0,0.0,0.0,0.0,0,0.0,mixed / neutral
ins_submodel,Historical arrears behaviour,agr6_Min_CMaxA_Due,0.0,0.0,0.0,0.0,0.0,0,0.0,mixed / neutral
ins_submodel,Historical arrears behaviour,agr6_Min_CMaxI_Due,0.0,0.0,0.0,0.0,0.0,0,0.0,mixed / neutral
ins_submodel,Historical arrears behaviour,agr9_Max_CMaxA_Days,0.0,0.0,0.0,0.0,0.0,0,0.0,mixed / neutral
ins_submodel,Historical arrears behaviour,ags12_Max_CMaxI_Days,0.0,0.0,0.0,0.0,0.0,0,0.0,mixed / neutral
ins_submodel,Historical arrears behaviour,ags12_Mean_CMaxC_Days,0.0,0.0,0.0,0.0,0.0,0,0.0,mixed / neutral
ins_submodel,Historical arrears behaviour,ags12_Min_CMaxA_Days,0.0,0.0,0.0,0.0,0.0,0,0.0,mixed / neutral
ins_submodel,Historical arrears behaviour,ags3_Max_CMaxA_Days,0.0,0.0,0.0,0.0,0.0,0,0.0,mixed / neutral
ins_submodel,Historical arrears behaviour,ags6_Mean_CMaxI_Days,0.0,0.0,0.0,0.0,0.0,0,0.0,mixed / neutral
ins_submodel,Historical arrears behaviour,ags9_Max_CMaxI_Due,0.0,0.0,0.0,0.0,0.0,0,0.0,mixed / neutral
ins_submodel,Historical arrears behaviour,ags9_Mean_CMaxI_Days,0.0,0.0,0.0,0.0,0.0,0,0.0,mixed / neutral
ins_submodel,Historical arrears behaviour,ags9_Min_CMaxI_Due,0.0,0.0,0.0,0.0,0.0,0,0.0,mixed / neutral
ins_submodel,Other,act12_n_good_days,0.0,0.0,0.0,0.0,0.0,0,0.0,mixed / neutral
