Variable,Condition,BR,Share,All,Bad,Good,Logit,GRP,Type,Bad share,Good share,Infomration Value,Share test,Bad share test,Population Stability Index,Population Stability Index for bads,Beta,FBeta,Score
act_ccss_n_statC,act_ccss_n_statC < 1.5,0.651890482398957,0.5762584522915102,2301,1500,801,0.6273593818446694,0,INT,0.7371007371007371,0.4090909090909091,0.1930923034030695,0.4312796208530806,0.5589041095890411,0.04200635318959178,0.0493076128529476,0.6824595808812545,0.428147420795636,4.0
act_ccss_n_statC,1.5 <= act_ccss_n_statC < 6.5,0.6203007518796992,0.13323315802654645,532,330,202,0.4908247650401958,1,INT,0.16216216216216217,0.10316649642492338,0.02666016030921671,0.22274881516587677,0.3150684931506849,0.04597905836545053,0.10151360832578549,0.6824595808812545,0.428147420795636,6.0
act_ccss_n_statC,act_ccss_n_statC = Missing,0.35311572700296734,0.0843976959679439,337,119,218,-0.6053711880572694,2,INT,0.05847665847665848,0.11133810010214505,0.033996936637629406,0.10781990521327015,0.09315068493150686,0.005730596376817579,0.01612186564178066,0.6824595808812545,0.428147420795636,28.0
act_ccss_n_statC,6.5 <= act_ccss_n_statC < 10.5,0.26976744186046514,0.053844227397946406,215,58,157,-0.9958017076079163,3,INT,0.0285012285012285,0.08018386108273749,0.0533426242913876,0.022511848341232227,0.021917808219178082,0.027242772137968163,0.0017222101126287237,0.6824595808812545,0.428147420795636,36.0
act_ccss_n_statC,10.500 <= act_ccss_n_statC,0.046052631578947366,0.1522664663160531,608,28,580,-3.030820194356845,4,INT,0.013759213759213759,0.296220633299285,0.8650357878935142,0.2156398104265403,0.010958904109589041,0.02204026796654992,0.0006320700991646048,0.6824595808812545,0.428147420795636,76.0
act_ccss_n_statB,6.500 <= act_ccss_n_statB,0.6495016611295681,0.15076383671424995,602,391,211,0.6168492083302053,0,INT,0.19213759213759213,0.10776302349336057,0.048757527332891376,0.18601895734597157,0.2273972602739726,0.007403869308289871,0.005937944238668126,-0.021455648419624447,-0.01323489974185656,4.0
act_ccss_n_statB,3.5 <= act_ccss_n_statB < 6.5,0.5685714285714286,0.1753067868770348,700,398,302,0.27602490804004487,1,INT,0.1955773955773956,0.15423901940755874,0.009810247938689096,0.2156398104265403,0.2273972602739726,0.008347537421255663,0.004794325529861839,-0.021455648419624447,-0.01323489974185656,4.0
act_ccss_n_statB,act_ccss_n_statB < 0.5,0.5018754688672168,0.3338342098672677,1333,669,664,0.007501909526216248,2,INT,0.32874692874692873,0.3391215526046987,0.0003222468254092538,0.23933649289099526,0.23835616438356164,0.031435211826698554,0.029052213918960453,-0.021455648419624447,-0.01323489974185656,3.0
act_ccss_n_statB,0.5 <= act_ccss_n_statB < 3.5,0.4485798237022527,0.2556974705735036,1021,458,563,-0.20641040330479551,3,INT,0.22506142506142507,0.287538304392237,0.015299726419360117,0.25118483412322273,0.2136986301369863,8.031999992694267e-05,0.0005883995905748025,-0.021455648419624447,-0.01323489974185656,3.0
act_ccss_n_statB,act_ccss_n_statB = Missing,0.35311572700296734,0.0843976959679439,337,119,218,-0.6053711880572694,4,INT,0.05847665847665848,0.11133810010214505,0.033996936637629406,0.10781990521327015,0.09315068493150686,0.005730596376817579,0.01612186564178066,-0.021455648419624447,-0.01323489974185656,3.0
act_ccss_min_pninst,3.5 <= act_ccss_min_pninst < 11.5,0.7421965317919075,0.21662910092662158,865,642,223,1.0574162395626774,0,INT,0.3154791154791155,0.11389172625127682,0.2052731210770418,0.1943127962085308,0.29041095890410956,0.0024249895775700706,0.0020748440135574518,-0.24205619932379285,-0.25595415605179894,4.0
act_ccss_min_pninst,11.500 <= act_ccss_min_pninst,0.6597222222222222,0.03606311044327573,144,95,49,0.662055605306695,1,INT,0.04668304668304668,0.02502553626149132,0.013463091982668837,0.04383886255924171,0.06027397260273973,0.0015144026025518747,0.0034661918001940386,-0.24205619932379285,-0.25595415605179894,1.0
act_ccss_min_pninst,act_ccss_min_pninst < 2.5,0.6562009419152276,0.15952917605810168,637,418,219,0.6464094853217763,2,INT,0.20540540540540542,0.1118488253319714,0.05682911900244655,0.13744075829383887,0.21643835616438356,0.003289698266841469,0.0005769721231531816,-0.24205619932379285,-0.25595415605179894,1.0
act_ccss_min_pninst,2.5 <= act_ccss_min_pninst < 3.5,0.38735177865612647,0.2534435261707989,1012,392,620,-0.45845754443697595,3,INT,0.19262899262899263,0.3166496424923391,0.06161676669117769,0.2985781990521327,0.22465753424657534,0.007394468851743182,0.0049239775631146334,-0.24205619932379285,-0.25595415605179894,-7.0
act_ccss_min_pninst,act_ccss_min_pninst = Missing,0.36554307116104867,0.33433508640120213,1335,488,847,-0.5513852019446429,4,INT,0.2398034398034398,0.43258426966292135,0.11369669402972765,0.32582938388625593,0.20821917808219179,0.00021912437684011763,0.004458595296187042,-0.24205619932379285,-0.25595415605179894,-7.0
act_ccss_min_lninst,6.500 <= act_ccss_min_lninst,0.7958297132927888,0.28825444527923866,1151,916,235,1.3604305341684466,0,INT,0.45012285012285014,0.12002042900919306,0.4361471201390327,0.24052132701421802,0.3726027397260274,0.008638071271633574,0.014648318294012514,0.3395148699238424,0.46188639584862357,4.0
act_ccss_min_lninst,3.5 <= act_ccss_min_lninst < 6.5,0.6863905325443787,0.12697220135236664,507,348,159,0.7832979359799034,1,INT,0.171007371007371,0.08120531154239019,0.06681990859742903,0.1362559241706161,0.2328767123287671,0.0006546242342950361,0.01909580152610747,0.3395148699238424,0.46188639584862357,9.0
act_ccss_min_lninst,1.5 <= act_ccss_min_lninst < 3.5,0.4859154929577465,0.07112446781868269,284,138,146,-0.056352896844985394,2,INT,0.06781326781326781,0.0745658835546476,0.0006400929876988977,0.06635071090047394,0.09863013698630137,0.00033118380261499647,0.011530403448190731,0.3395148699238424,0.46188639584862357,18.0
act_ccss_min_lninst,act_ccss_min_lninst = Missing,0.36554307116104867,0.33433508640120213,1335,488,847,-0.5513852019446429,3,INT,0.2398034398034398,0.43258426966292135,0.11369669402972765,0.32582938388625593,0.20821917808219179,0.00021912437684011763,0.004458595296187042,0.3395148699238424,0.46188639584862357,23.0
act_ccss_min_lninst,act_ccss_min_lninst < 1.5,0.20251396648044692,0.1793137991485099,716,145,571,-1.3706549527118344,4,INT,0.07125307125307126,0.2916241062308478,0.3103194673625641,0.23104265402843602,0.08767123287671233,0.01310499869068113,0.003400093163457434,0.3395148699238424,0.46188639584862357,31.0
act_ccss_dueutl,0.023 <= act_ccss_dueutl,0.8567774936061381,0.0979213623841723,391,335,56,1.7887773538846439,0,INT,0.16461916461916462,0.028600612870275793,0.23766841384965035,0.10545023696682465,0.2136986301369863,0.0005571486217494202,0.012799561427200595,0.0992711656913577,0.17757401308243087,4.0
act_ccss_dueutl,0.009 <= act_ccss_dueutl < 0.023,0.770764119601329,0.15076383671424995,602,464,138,1.21263035794885,1,INT,0.228009828009828,0.07048008171603677,0.18479487486208968,0.13744075829383887,0.25205479452054796,0.0012318170475031053,0.002409689116580128,0.0992711656913577,0.17757401308243087,5.0
act_ccss_dueutl,act_ccss_dueutl < 0.003,0.48061497326203206,0.3746556473829201,1496,719,777,-0.07757898226467237,2,INT,0.35331695331695334,0.39683350357507663,0.005053152198873754,0.39691943127962087,0.3178082191780822,0.001284865637099871,0.0037598710261063082,0.0992711656913577,0.17757401308243087,9.0
act_ccss_dueutl,act_ccss_dueutl = Missing,0.36554307116104867,0.33433508640120213,1335,488,847,-0.5513852019446429,3,INT,0.2398034398034398,0.43258426966292135,0.11369669402972765,0.32582938388625593,0.20821917808219179,0.00021912437684011763,0.004458595296187042,0.0992711656913577,0.17757401308243087,10.0
act_ccss_dueutl,0.003 <= act_ccss_dueutl < 0.009,0.17159763313609466,0.042324067117455545,169,29,140,-1.5743438586383727,4,INT,0.01425061425061425,0.07150153217568948,0.09202075875226705,0.034360189573459717,0.00821917808219178,0.0016557784572238002,0.003288515626346443,0.0992711656913577,0.17757401308243087,13.0
act_ccss_cc,0.748 <= act_ccss_cc < 0.981,0.7388429752066116,0.15151515151515152,605,447,158,1.0399631523890314,0,INT,0.21965601965601966,0.08069458631256383,0.13904591733578578,0.15639810426540285,0.20273972602739726,0.0001547822012926107,0.0013550253854217864,0.10379093531738365,0.10793874828207235,4.0
act_ccss_cc,act_ccss_cc < 0.748,0.6352636127917026,0.2897570748810418,1157,735,422,0.5548650842644408,1,INT,0.36117936117936117,0.21552604698672115,0.07517253034954632,0.2014218009478673,0.27671232876712326,0.032109022945764024,0.022494563189418382,0.10379093531738365,0.10793874828207235,5.0
act_ccss_cc,0.981 <= act_ccss_cc < 1.369,0.4512987012987013,0.15426997245179064,616,278,338,-0.19542471793816066,2,INT,0.1366093366093366,0.17262512768130744,0.008422092213428914,0.20497630331753555,0.2191780821917808,0.014402118215296559,0.03901238349673093,0.10379093531738365,0.10793874828207235,7.0
act_ccss_cc,act_ccss_cc = Missing,0.36554307116104867,0.33433508640120213,1335,488,847,-0.5513852019446429,3,INT,0.2398034398034398,0.43258426966292135,0.11369669402972765,0.32582938388625593,0.20821917808219179,0.00021912437684011763,0.004458595296187042,0.10379093531738365,0.10793874828207235,9.0
act_ccss_cc,1.369 <= act_ccss_cc,0.3107142857142857,0.07012271475081393,280,87,193,-0.7967814389602559,4,INT,0.04275184275184275,0.09856996935648621,0.04655410318077144,0.11137440758293839,0.09315068493150686,0.01906336452420405,0.039187254585966474,0.10379093531738365,0.10793874828207235,9.0
agr3_Min_CMaxI_Days,agr3_Min_CMaxI_Days < 8.5,0.6685714285714286,0.0438266967192587,175,117,58,0.7017300548153814,0,INT,0.05749385749385749,0.0296220633299285,0.018437924260217564,0.03672985781990521,0.06301369863013699,0.0012505580475799568,0.000505186451612052,-0.028537096690597258,-0.020025338424964654,4.0
agr3_Min_CMaxI_Days,9.5 <= agr3_Min_CMaxI_Days < 11.5,0.6570605187319885,0.08690207863761583,347,228,119,0.650221734103525,1,INT,0.11203931203931204,0.06077630234933606,0.031316469111196704,0.0924170616113744,0.12876712328767123,0.00033895673588520787,0.0023258326281024315,-0.028537096690597258,-0.020025338424964654,4.0
agr3_Min_CMaxI_Days,8.5 <= agr3_Min_CMaxI_Days < 9.5,0.6312056737588653,0.035311795642374154,141,89,52,0.537391851670513,2,INT,0.04373464373464373,0.026557711950970377,0.008542877796426174,0.031990521327014215,0.038356164383561646,0.00032709329005624425,0.0007040722727803091,-0.028537096690597258,-0.020025338424964654,4.0
agr3_Min_CMaxI_Days,11.500 <= agr3_Min_CMaxI_Days,0.6158798283261803,0.11670423240671174,466,287,179,0.4720961996917992,3,INT,0.14103194103194103,0.09141981613891727,0.021488980206735057,0.05568720379146919,0.06575342465753424,0.04508882530693997,0.05738208577058017,-0.028537096690597258,-0.020025338424964654,4.0
agr3_Min_CMaxI_Days,agr3_Min_CMaxI_Days = Missing,0.45879888268156427,0.7172551965940396,2864,1314,1550,-0.16517899928136562,4,INT,0.6457002457002456,0.7916241062308478,0.029728008935764005,0.783175355450237,0.7041095890410959,0.0057952514991135495,0.005057418831300308,-0.028537096690597258,-0.020025338424964654,3.0
ags3_Max_CMaxI_Due,0.500 <= ags3_Max_CMaxI_Due,0.803030303030303,0.03305785123966942,132,106,26,1.405339653339917,0,INT,0.052088452088452086,0.013278855975485188,0.05282706715824502,0.01066350710900474,0.019178082191780823,0.025196281634033566,0.032775188353960254,-0.6404277506281458,-0.9000185130570213,4.0
ags3_Max_CMaxI_Due,ags3_Max_CMaxI_Due < 0.5,0.6367521367521367,0.2930127723516153,1170,745,425,0.5612949483892317,1,INT,0.36609336609336607,0.2170582226762002,0.07787612217502864,0.24052132701421802,0.32602739726027397,0.01035829348880782,0.00464258092954435,-0.6404277506281458,-0.9000185130570213,-12.0
ags3_Max_CMaxI_Due,ags3_Max_CMaxI_Due = Missing,0.43998513563730957,0.6739293764087152,2691,1184,1507,-0.241222365080087,2,INT,0.5818181818181818,0.7696629213483146,0.05255007612718174,0.7488151658767772,0.6547945205479452,0.007889369098540567,0.008621740539658607,-0.6404277506281458,-0.9000185130570213,-27.0
ags3_Mean_CMaxC_Days,ags3_Mean_CMaxC_Days < 13.833,0.7612655800575263,0.26120711244678185,1043,794,249,1.1596302891206596,0,INT,0.39017199017199017,0.127170582226762,0.2947005778801744,0.22511848341232227,0.34794520547945207,0.005363687762327842,0.004835453916457271,-0.11088599284043456,-0.12858675593698451,4.0
ags3_Mean_CMaxC_Days,13.833 <= ags3_Mean_CMaxC_Days < 14.167,0.6792452830188679,0.07963936889556725,318,216,102,0.7503050769710735,1,INT,0.10614250614250614,0.05209397344228805,0.03841538581818972,0.07464454976303317,0.11506849315068493,0.0003231005178036612,0.0007200766794845648,-0.11088599284043456,-0.12858675593698451,2.0
ags3_Mean_CMaxC_Days,14.167 <= ags3_Mean_CMaxC_Days < 14.583,0.5789473684210527,0.09992486851990984,399,231,168,0.31845356878095565,2,INT,0.11351351351351352,0.08580183861082738,0.007748107357227162,0.09597156398104266,0.1095890410958904,0.00015941885718793558,0.00013795695047894978,-0.11088599284043456,-0.12858675593698451,1.0
ags3_Mean_CMaxC_Days,ags3_Mean_CMaxC_Days = Missing,0.3651389932381668,0.3333333333333333,1331,486,845,-0.5531279160385727,3,INT,0.2388206388206388,0.43156281920326867,0.11400956909182659,0.32582938388625593,0.20821917808219179,0.0001708064076067104,0.004194237068430789,-0.11088599284043456,-0.12858675593698451,-2.0
ags3_Mean_CMaxC_Days,14.583 <= ags3_Mean_CMaxC_Days,0.34146341463414637,0.22589531680440772,902,308,594,-0.6567793800639526,4,INT,0.15135135135135136,0.30337078651685395,0.10565668318362548,0.278436018957346,0.2191780821917808,0.010982746164276849,0.025101061916619365,-0.11088599284043456,-0.12858675593698451,-2.0
ags3_Mean_CMaxC_Due,1.167 <= ags3_Mean_CMaxC_Due,0.7983425414364641,0.09065865264212372,362,289,73,1.3759662231226668,0,INT,0.142014742014742,0.0372829417773238,0.13986096952713434,0.0995260663507109,0.1917808219178082,0.0008266205380663185,0.014941752226223981,-0.14225673090991353,-0.19574045674389126,4.0
ags3_Mean_CMaxC_Due,0.833 <= ags3_Mean_CMaxC_Due < 1.167,0.7158351409978309,0.11545204107187579,461,330,131,0.9238948709311442,1,INT,0.16216216216216217,0.0669050051072523,0.08424981081203682,0.1018957345971564,0.16986301369863013,0.0016916915636158208,0.00035706950105788193,-0.14225673090991353,-0.19574045674389126,2.0
ags3_Mean_CMaxC_Due,0.583 <= ags3_Mean_CMaxC_Due < 0.833,0.6338912133891214,0.11970949161031806,478,303,175,0.5489465901903956,2,INT,0.14889434889434888,0.08937691521961184,0.0303495890658614,0.08886255924170616,0.1095890410958904,0.009182740404955954,0.012037600916327638,-0.14225673090991353,-0.19574045674389126,0.0
ags3_Mean_CMaxC_Due,ags3_Mean_CMaxC_Due < 0.583,0.46198406951484433,0.345855246681693,1381,638,743,-0.15235773922266266,3,INT,0.31351351351351353,0.3794688457609806,0.01258919851991229,0.38507109004739337,0.3232876712328767,0.004210926808092954,0.0002999732495186684,-0.14225673090991353,-0.19574045674389126,-2.0
ags3_Mean_CMaxC_Due,ags3_Mean_CMaxC_Due = Missing,0.36231884057971014,0.32832456799398946,1311,475,836,-0.5653137181409845,4,INT,0.2334152334152334,0.42696629213483145,0.11684521366936759,0.3246445497630332,0.2054794520547945,4.146759884541243e-05,0.0035594299619360775,-0.14225673090991353,-0.19574045674389126,-4.0
ags3_Mean_CMaxA_Days,ags3_Mean_CMaxA_Days < 14.167,0.7265275707898659,0.33608815426997246,1342,975,367,0.9770754530278473,0,INT,0.47911547911547914,0.1874361593462717,0.2736473167569909,0.28672985781990523,0.4410958904109589,0.007837197975953166,0.003142751498609513,-0.02246663406338315,-0.021951596655490953,4.0
ags3_Mean_CMaxA_Days,14.167 <= ags3_Mean_CMaxA_Days < 14.583,0.6182212581344902,0.11545204107187579,461,285,176,0.48200496792597336,1,INT,0.14004914004914004,0.0898876404494382,0.022223290399311233,0.10426540284360189,0.1095890410958904,0.0011390544958202035,0.007464481127880277,-0.02246663406338315,-0.021951596655490953,3.0
ags3_Mean_CMaxA_Days,14.583 <= ags3_Mean_CMaxA_Days < 14.833,0.4590818363273453,0.12546957175056347,501,230,271,-0.16403944617761324,2,INT,0.11302211302211303,0.13840653728294178,0.005139067646230957,0.1623222748815166,0.1589041095890411,0.009483660522814102,0.01562108397334477,-0.02246663406338315,-0.021951596655490953,3.0
ags3_Mean_CMaxA_Days,14.833 <= ags3_Mean_CMaxA_Days,0.3415061295971979,0.14300025043826697,571,195,376,-0.6565893379631779,3,INT,0.09582309582309582,0.1920326864147089,0.0668309745120196,0.15876777251184834,0.1232876712328767,0.0016481286287570221,0.006915151977430716,-0.02246663406338315,-0.021951596655490953,3.0
ags3_Mean_CMaxA_Days,ags3_Mean_CMaxA_Days = Missing,0.31305903398926654,0.27998998246932133,1118,350,768,-0.7858564231582927,4,INT,0.171990171990172,0.3922369765066394,0.18150594425985975,0.28791469194312796,0.16712328767123288,0.00022110395120210688,0.00013962421385846086,-0.02246663406338315,-0.021951596655490953,3.0
ags3_Max_CMaxA_Days,ags3_Max_CMaxA_Days < 14.5,0.7169811320754716,0.11945905334335086,477,342,135,0.9295355102813273,0,INT,0.16805896805896806,0.06894790602655772,0.08821966977402,0.1066350710900474,0.1726027397260274,0.0014550170605764428,0.00012114639757878185,-0.027853315947268302,-0.025890646252071072,4.0
ags3_Max_CMaxA_Days,14.500 <= ags3_Max_CMaxA_Days,0.5600500417014178,0.6005509641873278,2398,1343,1055,0.2413651302865063,1,INT,0.65995085995086,0.5388151174668029,0.024561339670992104,0.6054502369668247,0.6602739726027397,3.97993398510314e-05,1.581336329258106e-07,-0.027853315947268302,-0.025890646252071072,3.0
ags3_Max_CMaxA_Days,ags3_Max_CMaxA_Days = Missing,0.31305903398926654,0.27998998246932133,1118,350,768,-0.7858564231582927,2,INT,0.171990171990172,0.3922369765066394,0.18150594425985975,0.28791469194312796,0.16712328767123288,0.00022110395120210688,0.00013962421385846086,-0.027853315947268302,-0.025890646252071072,2.0
agr3_Min_CMaxA_Due,0.500 <= agr3_Min_CMaxA_Due,0.7634543178973717,0.20010017530678686,799,610,189,1.171711576941738,0,INT,0.29975429975429974,0.0965270684371808,0.23014219378717607,0.19312796208530805,0.3506849315068493,0.0002471447388838775,0.007989825146028622,0.09718384555996731,0.11387143693433163,4.0
agr3_Min_CMaxA_Due,agr3_Min_CMaxA_Due < 0.5,0.5197272284461764,0.5141497620836464,2053,1067,986,0.07894988899995278,1,INT,0.5243243243243243,0.5035750766087844,0.0008376422535810672,0.514218009478673,0.4794520547945205,9.056684573505635e-09,0.004013765586222679,0.09718384555996731,0.11387143693433163,7.0
agr3_Min_CMaxA_Due,agr3_Min_CMaxA_Due = Missing,0.3137598597721297,0.28575006260956676,1141,358,783,-0.7825995579744455,2,INT,0.1759213759213759,0.39989785495403474,0.1838519310944807,0.29265402843601895,0.16986301369863013,0.00016476553538365347,0.00021219168237486338,0.09718384555996731,0.11387143693433163,9.0
act3_n_arrears_days,0.000 <= act3_n_arrears_days,0.5800456472122595,0.7680941647883797,3067,1779,1288,0.32296075957314074,0,INT,0.8742014742014742,0.6578140960163432,0.06152994199211748,0.7251184834123223,0.8410958904109589,0.002474090811493703,0.0012778985065498565,-0.7717374663015782,-0.2492409183078088,4.0
act3_n_arrears_days,act3_n_arrears_days = Missing,0.27645788336933047,0.23190583521162034,926,256,670,-0.9621000265342458,1,INT,0.1257985257985258,0.3421859039836568,0.21642419275668326,0.27488151658767773,0.1589041095890411,0.007303345734603479,0.007728624889355929,-0.7717374663015782,-0.2492409183078088,-25.0
act3_n_good_days,2.500 <= act3_n_good_days,0.7116704805491991,0.10944152266466316,437,311,126,0.903510533120634,0,INT,0.15282555282555282,0.06435137895812053,0.07644523361073391,0.09360189573459715,0.1506849315068493,0.0024739162312945803,3.0175682086785377e-05,0.1016318560204206,0.09182545241504973,4.0
act3_n_good_days,1.5 <= act3_n_good_days < 2.5,0.7114583333333333,0.24042073628850488,960,683,277,0.9024771387855601,1,INT,0.3356265356265356,0.14147088866189989,0.16765269732809465,0.2132701421800948,0.29863013698630136,0.0032520409595749515,0.004319563823061043,0.1016318560204206,0.09182545241504973,4.0
act3_n_good_days,0.5 <= act3_n_good_days < 1.5,0.552319309600863,0.23215627347858753,927,512,415,0.2100460591574641,2,INT,0.2515970515970516,0.21195097037793667,0.006795319133462735,0.25829383886255924,0.2821917808219178,0.002787402476929911,0.0035096753320177803,0.1016318560204206,0.09182545241504973,6.0
act3_n_good_days,act3_n_good_days < 0.5,0.3674293405114401,0.18607563235662408,743,273,470,-0.5432607459847802,3,INT,0.13415233415233416,0.24004085801838612,0.06157465733459917,0.15995260663507108,0.1095890410958904,0.003949486327831158,0.004963545314771449,0.1016318560204206,0.09182545241504973,8.0
act3_n_good_days,act3_n_good_days = Missing,0.27645788336933047,0.23190583521162034,926,256,670,-0.9621000265342458,4,INT,0.1257985257985258,0.3421859039836568,0.21642419275668326,0.27488151658767773,0.1589041095890411,0.007303345734603479,0.007728624889355929,0.1016318560204206,0.09182545241504973,9.0
ags6_Mean_CMaxI_Days,ags6_Mean_CMaxI_Days < 11.917,0.7242424242424242,0.08264462809917356,330,239,91,0.9656033649241198,0,INT,0.11744471744471745,0.04647599591419816,0.0656981255208892,0.06872037914691943,0.1178082191780822,0.002565670768001656,1.1223781451370472e-06,0.031421815174860646,0.03034101046486921,4.0
ags6_Mean_CMaxI_Days,13.917 <= ags6_Mean_CMaxI_Days,0.6728110599078341,0.054345103931880794,217,146,71,0.7209260211485811,1,INT,0.07174447174447174,0.03626149131767109,0.02416367492012766,0.034360189573459717,0.0410958904109589,0.009140863893313497,0.017045673259720378,0.031421815174860646,0.03034101046486921,4.0
ags6_Mean_CMaxI_Days,11.917 <= ags6_Mean_CMaxI_Days < 12.367,0.6682242990654206,0.053593789130979216,214,143,71,0.7001640440693343,2,INT,0.07027027027027027,0.03626149131767109,0.022454656553974304,0.0533175355450237,0.07397260273972603,1.4249886872394876e-06,0.00018983655554497594,0.031421815174860646,0.03034101046486921,4.0
ags6_Mean_CMaxI_Days,12.367 <= ags6_Mean_CMaxI_Days < 13.917,0.6199460916442049,0.1858251940896569,742,460,282,0.4893192813264417,3,INT,0.22604422604422605,0.14402451481103168,0.03694949867709357,0.13507109004739337,0.1726027397260274,0.016180565745435253,0.014407884296685294,0.031421815174860646,0.03034101046486921,4.0
ags6_Mean_CMaxI_Days,ags6_Mean_CMaxI_Days = Missing,0.42048192771084336,0.6235912847483095,2490,1047,1443,-0.3207953216924217,4,INT,0.5144963144963145,0.736976506639428,0.0799391258042744,0.7085308056872038,0.5945205479452055,0.010845006305001766,0.011566761089907665,0.031421815174860646,0.03034101046486921,5.0
agr6_Max_CMaxI_Days,agr6_Max_CMaxI_Days < 14.5,0.6772486772486772,0.0473328324567994,189,128,61,0.7411555416530821,0,INT,0.0628992628992629,0.03115423901940756,0.022252246238920373,0.0462085308056872,0.057534246575342465,2.697026743359229e-05,0.00047751905436879677,-1.1273723605341395,-0.8355582725163938,4.0
agr6_Max_CMaxI_Days,14.500 <= agr6_Max_CMaxI_Days,0.6317169069462647,0.19108439769596794,763,482,281,0.5395892963138899,1,INT,0.23685503685503687,0.1435137895812053,0.04673995056120155,0.13151658767772512,0.19452054794520549,0.02223936417398206,0.008332216971478198,-1.1273723605341395,-0.8355582725163938,-3.0
agr6_Max_CMaxI_Days,agr6_Max_CMaxI_Days = Missing,0.4685958566261098,0.7615827698472326,3041,1425,1616,-0.12578213808403987,2,INT,0.7002457002457002,0.8253319713993871,0.020555774724749277,0.8222748815165877,0.7479452054794521,0.004653033259913484,0.0031428889492556645,-1.1273723605341395,-0.8355582725163938,-24.0
ags6_Max_CMaxI_Days,ags6_Max_CMaxI_Days < 13.5,0.7578125,0.03205609817180065,128,97,31,1.1407215791442915,0,INT,0.047665847665847666,0.015832482124616958,0.03495147469828512,0.027251184834123223,0.04657534246575343,0.000777638044928605,2.5185079659810036e-05,-0.24488438540339258,-0.2793449028251373,4.0
ags6_Max_CMaxI_Days,14.500 <= ags6_Max_CMaxI_Days,0.6492602262837249,0.2877535687453043,1149,746,403,0.6157889241663993,1,INT,0.3665847665847666,0.20582226762002043,0.09276056900376412,0.20497630331753555,0.2821917808219178,0.02806726982234373,0.02207394012407985,-0.24488438540339258,-0.2793449028251373,0.0
ags6_Max_CMaxI_Days,13.5 <= ags6_Max_CMaxI_Days < 14.5,0.6415929203539823,0.056599048334585525,226,145,81,0.582284042835931,2,INT,0.07125307125307126,0.04136874361593463,0.016218236870368382,0.05924170616113744,0.07671232876712329,0.00012038611971523098,0.0004024825057026558,-0.24488438540339258,-0.2793449028251373,-0.0
ags6_Max_CMaxI_Days,ags6_Max_CMaxI_Days = Missing,0.42048192771084336,0.6235912847483095,2490,1047,1443,-0.3207953216924217,3,INT,0.5144963144963145,0.736976506639428,0.0799391258042744,0.7085308056872038,0.5945205479452055,0.010845006305001766,0.011566761089907665,-0.24488438540339258,-0.2793449028251373,-7.0
agr6_Min_CMaxI_Days,6.5 <= agr6_Min_CMaxI_Days < 9.5,0.6938202247191011,0.08915602304032057,356,247,109,0.8180399418262794,0,INT,0.12137592137592138,0.055669050051072526,0.05115260274723417,0.061611374407582936,0.09041095890410959,0.010165094740815082,0.00911128937473725,0.5283228518127827,0.4321891949624228,4.0
agr6_Min_CMaxI_Days,9.5 <= agr6_Min_CMaxI_Days < 10.5,0.6461538461538462,0.048835462058602556,195,126,69,0.6021747467303852,1,INT,0.06191646191646192,0.035240040858018386,0.015002372147858066,0.035545023696682464,0.04657534246575343,0.004211643956736586,0.0043596982038200715,0.5283228518127827,0.4321891949624228,7.0
agr6_Min_CMaxI_Days,agr6_Min_CMaxI_Days < 6.5,0.6376811594202898,0.01728024042073629,69,44,25,0.5653120817827506,2,INT,0.021621621621621623,0.012768130745658836,0.004635283950503878,0.024881516587677725,0.04657534246575343,0.0027577601874973134,0.019087297560972646,0.5283228518127827,0.4321891949624228,8.0
agr6_Min_CMaxI_Days,10.500 <= agr6_Min_CMaxI_Days,0.5813253012048193,0.08314550463310794,332,193,139,0.328216054484573,3,INT,0.09484029484029484,0.07099080694586313,0.006899422830454039,0.05568720379146919,0.0684931506849315,0.010990174165956126,0.008564284990604572,0.5283228518127827,0.4321891949624228,11.0
agr6_Min_CMaxI_Days,agr6_Min_CMaxI_Days = Missing,0.4685958566261098,0.7615827698472326,3041,1425,1616,-0.12578213808403987,4,INT,0.7002457002457002,0.8253319713993871,0.020555774724749277,0.8222748815165877,0.7479452054794521,0.004653033259913484,0.0031428889492556645,0.5283228518127827,0.4321891949624228,18.0
agr6_Mean_CMaxI_Due,0.417 <= agr6_Mean_CMaxI_Due,0.8285714285714286,0.017530678687703482,70,58,12,1.5755297515962525,0,INT,0.0285012285012285,0.006128702757916241,0.03410202901003919,0.004739336492890996,0.005479452054794521,0.016537451365355855,0.0376258497870227,-1.127600472188009,-1.776568091846191,4.0
agr6_Mean_CMaxI_Due,0.083 <= agr6_Mean_CMaxI_Due < 0.417,0.725,0.020035061357375407,80,58,22,0.9693977358803334,1,INT,0.0285012285012285,0.011235955056179775,0.015978494925446857,0.01066350710900474,0.019178082191780823,0.005869415676050442,0.0036778027613545475,-1.127600472188009,-1.776568091846191,-16.0
agr6_Mean_CMaxI_Due,agr6_Mean_CMaxI_Due < 0.083,0.636986301369863,0.2193839218632607,876,558,318,0.5623074443472282,2,INT,0.2742014742014742,0.16241062308478038,0.0585207666088492,0.17180094786729858,0.2465753424657534,0.011627401909557081,0.0029326438169595412,-1.127600472188009,-1.776568091846191,-29.0
